개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,소재지우편번호,도로명우편번호,사업장명,업태구분명,데이터갱신구분,데이터갱신시점,도로명주소,상세영업상태명,상세영업상태코드,영업상태코드,전화번호,점포구분명,좌표정보(X),좌표정보(Y),지번주소,최종수정시점
3310000,1984331001607500007,1984-12-22,,폐업,2020-08-27,,,,209,,48514,대연삼익상가,그 밖의 대규모점포,I,2026-05-06 22:35:18,"부산광역시 남구 황령대로 504 (대연동, 대연삼익비치아파트)",폐업처리,3,03,0516248100,대규모점포,,,,2020-08-28 15:24:24
3310000,1993331001607500009,1993-02-17,,폐업,2005-06-02,,,,4102,,,21센츄리시티상가,그 밖의 대규모점포,I,2026-05-06 22:35:18,부산광역시 남구 수영로 312 (대연동),폐업처리,3,03,0516101234,준대규모점포,391411.179584558    ,184052.403123326    ,부산광역시 남구 대연동 55번지 1호,2020-08-14 15:27:18
3310000,2007331007107500001,2007-08-30,,폐업,2022-09-23,,,,10561.2,608-020,,(주)에센트리 파티몰,그 밖의 대규모점포,I,2026-05-06 22:35:18,부산광역시 수영로 305,폐업처리,3,03,07086502378,대규모점포,391258.869903051    ,184039.539974912    ,부산광역시 남구 대연동 73번지 15호,2022-09-23 11:15:05
3310000,2011331008207500003,2011-08-24,,폐업,2023-10-04,,,,1081.62,608-801,,탑마트 감만점,그 밖의 대규모점포,I,2026-05-06 22:35:18,부산광역시 남구 홍곡로 3 (감만동),폐업처리,3,03,0516358580,준대규모점포,389699.055973041    ,181675.810892818    ,부산광역시 남구 감만1동 163번지 10호,2023-10-04 15:04:38
3310000,2011331008207500005,2011-08-29,,폐업,2021-02-16,,,,1107.8,608-816,,롯데쇼핑(주)롯데슈퍼대연2동점,그 밖의 대규모점포,I,2026-05-06 22:35:19,부산광역시 남구 천제등로 11 (대연동),폐업처리,3,03,0516335601,준대규모점포,390195.849928706    ,183602.493480861    ,부산광역시 남구 대연2동 1756번지 9호,2021-02-16 17:17:48
3310000,2015331008807500003,2015-11-09,,폐업,2019-12-18,,,,974.65,,48515,(주)지에스리테일 부산용호점,구분없음,I,2026-05-06 22:35:19,부산광역시 남구 신선로 566-3 (용호동),폐업처리,3,03,0220062156,준대규모점포,392463.221261721    ,183403.499935071    ,부산광역시 남구 용호동 958번지,2019-12-27 14:45:23
3310000,2022331011907500003,2022-12-21,,폐업,2025-02-11,,,,248.78,,48515,GS THE FRESH 용호빌리브점,그 밖의 대규모점포,I,2026-05-06 22:35:19,"부산광역시 남구 분포로 61, 빌리브센트로 A동 133~139호 (용호동)",폐업처리,3,03,0220062364,준대규모점포,392463.221261721    ,183403.499935071    ,부산광역시 남구 용호동 958 빌리브센트로 A동 133~1호,2025-02-11 17:42:10
3310000,2005331001607500001,2005-04-06,,영업/정상,,,,,12661.45,,,(주) 이마트 문현점,대형마트,I,2026-05-06 22:35:18,부산광역시 남구 전포대로91번길 47 (문현동),정상영업,1,01,0516091052,대규모점포,388052.381944481    ,184747.385931209    ,부산광역시 남구 문현동 751호,2024-12-26 16:04:07
3310000,2006331001607500001,2006-07-13,,휴업,,2026-02-12,2027-02-10,,9882,,,홈플러스(주) 부산감만점,대형마트,I,2026-05-06 22:35:18,부산광역시 남구 우암로 124 (감만동),휴업처리,2,02,0516098124,대규모점포,389751.844562041    ,182245.608330959    ,부산광역시 남구 감만동 8호,2026-02-05 09:39:06
3310000,2011331008207500001,2011-08-04,,영업/정상,,,,,1141.9,608-091,,홈플러스(주) 익스프레스 메트로시티점,그 밖의 대규모점포,I,2026-05-06 22:35:18,"부산광역시 남구 분포로 111, 1005동 201호 (용호동, LG메트로시티)",정상영업,1,01,0516128005,준대규모점포,392474.578116018    ,183052.21115244     ,부산광역시 남구 용호1동 176번지 30호 LG메트로시티 1005동 201호,2024-03-28 13:52:25
3310000,2011331008207500002,2011-08-12,,영업/정상,,,,,383.9,608-821,,홈플러스(주) 익스프레스 문현점,그 밖의 대규모점포,I,2026-05-06 22:35:18,부산광역시 남구 고동골로 66 (문현동),정상영업,1,01,0516388545,준대규모점포,388708.504493627    ,184607.683566291    ,부산광역시 남구 문현1동 127번지 59호,2024-03-28 13:52:52
3310000,2011331008207500004,2011-08-29,,영업/정상,,2025-12-31,2026-01-31,2026-02-01,710.4,608-807,,롯데쇼핑(주)롯데슈퍼 대연점,그 밖의 대규모점포,I,2026-05-06 22:35:19,"부산광역시 남구 못골로 78 (대연동,외 1필지)",정상영업,1,01,,준대규모점포,390512.228639238    ,183862.718098719    ,부산광역시 남구 대연5동 1742번지 4호 외 1필지,2026-03-13 11:48:24
3310000,2011331008207500006,2011-09-02,,영업/정상,,,,,1552.99,608-838,,농협하나로마트 용호점,그 밖의 대규모점포,I,2026-05-06 22:35:19,부산광역시 남구 용호로 228 (용호동),정상영업,1,01,0516213200,준대규모점포,392349.348327263    ,181234.845528669    ,부산광역시 남구 용호4동 541번지 18호,2025-03-07 13:02:55
3310000,2012331008207500001,2012-03-12,,영업/정상,,,,,1832,608-823,,(주)메가마트 문현점,그 밖의 대규모점포,I,2026-05-06 22:35:19,"부산광역시 남구 수영로39번길 2-5 (문현동, (주)메가마트 문현점)",정상영업,1,01,0516338405,준대규모점포,388831.511202782    ,184013.267838581    ,부산광역시 남구 문현3동 205번지 2호,2024-12-23 14:49:50
3310000,2012331008207500002,2012-04-30,,영업/정상,,,,,525.6,608-828,,롯데쇼핑(주)롯데슈퍼 부산문현점,그 밖의 대규모점포,I,2026-05-06 22:35:19,부산광역시 남구 지게골로 45 (문현동),정상영업,1,01,0516365601,준대규모점포,388650.24444681     ,183818.88630021     ,부산광역시 남구 문현4동 358번지 9호,2026-01-14 11:08:36
3310000,2014331008807500001,2014-08-18,,영업/정상,,,,,9643.53,608-042,,비아이에프씨몰(BIFC Mall),그 밖의 대규모점포,I,2026-05-06 22:35:19,부산광역시 남구 문현금융로 40 (문현동),정상영업,1,01,0519135000,대규모점포,388182.381367829    ,185024.662471639    ,부산광역시 남구 문현동 1229번지 1호,2024-11-04 16:31:37
3310000,2015331008807500001,2015-01-08,,영업/정상,,,,,41762.67,608-091,,W 스퀘어,쇼핑센터,I,2026-05-06 22:35:19,,정상영업,1,01,0516305000,대규모점포,392495.046847798    ,183633.944535074    ,부산광역시 남구 용호동 954번지,2024-12-26 16:06:54
3310000,2015331008807500002,2015-02-04,,영업/정상,,,,,3670.35,608-839,,다보네가구,전문점,I,2026-05-06 22:35:19,부산광역시 남구 이기대공원로 450 (용호동),정상영업,1,01,0516252532,대규모점포,392620.767456147    ,180839.195728232    ,부산광역시 남구 용호동 566번지 3호,2018-09-28 15:23:56
3310000,2019331010007500001,2019-01-17,,영업/정상,,,,,24081.39,,48400,IFC부산 오슬로파크,쇼핑센터,I,2026-05-06 22:35:19,부산광역시 남구 전포대로 133 (문현동),정상영업,1,01,0516479620,대규모점포,388150.394268792    ,185188.729710212    ,부산광역시 남구 문현동 1227번지 2호,2024-12-26 16:41:49
3310000,2022331011907500001,2022-05-11,,영업/정상,,,,,557.8,,48515,GS THE FRESH 부산용호점,그 밖의 대규모점포,I,2026-05-06 22:35:19,"부산광역시 남구 신선로 566, 401동 113, 114호 (용호동, GS하이츠자이)",정상영업,1,01,0516256501,준대규모점포,392336.824825275    ,183544.386230822    ,"부산광역시 남구 용호동 197 GS하이츠자이 401동 113, 호",2025-05-20 14:56:18
3310000,2022331011907500002,2022-06-30,,영업/정상,,,,,327.93,,48512,GS THE FRESH 경성부경대점,그 밖의 대규모점포,I,2026-05-06 22:35:19,"부산광역시 남구 수영로322번길 33, 1층 (대연동)",정상영업,1,01,0516241107,준대규모점포,391533.252838371    ,183948.441976479    ,부산광역시 남구 대연동 52-8 1층,2025-05-08 10:48:17
3310000,1977331001607500002,1977-10-31,,영업/정상,,,,,498.3,,,용호 삼성시장,그 밖의 대규모점포,I,2026-05-06 22:35:18,부산광역시 남구 용호로106번길 40 (용호동),정상영업,1,01,0516288783,대규모점포,392318.859818776    ,182567.73733768     ,부산광역시 남구 용호동 128번지 1호,2019-03-25 11:06:00
3320000,2007332007207500001,2007-04-23,,폐업,2009-09-17,,,,0,,,예스아울렛,쇼핑센터,I,2026-05-03 22:39:04,"부산광역시 북구 금곡대로8번길 33 (덕천동,아남프라자상가)",폐업처리,3,03,,,382703.070316607    ,192096.317910797    ,부산광역시 북구 덕천동 397번지 1호 아남프라자상가,2010-01-14 11:38:14
3320000,2012332008807500004,2012-03-23,,폐업,2025-04-16,,,,399.6,616-828,,홈플러스(주) 익스프레스 부산만덕점,그 밖의 대규모점포,I,2026-05-03 22:39:05,부산광역시 북구 덕천로234번길 48 (만덕동),폐업처리,3,03,0513418545,준대규모점포,384776.041134019    ,191712.881178383    ,"부산광역시 북구 만덕1동 216번지 7호 그린코아상가 1,2,3",2025-04-16 17:35:54
3320000,2014332008807500001,2014-10-06,,폐업,2024-06-04,,,,198,616-807,,홈플러스(주)익스프레스 구남점,그 밖의 대규모점포,I,2026-05-03 22:39:05,부산광역시 북구 백양대로 1013 (구포동),폐업처리,3,03,0513338545,준대규모점포,381552.521372783    ,190386.518166956    ,부산광역시 북구 구포동 1091번지,2024-06-07 17:33:17
3320000,2015332008807500001,2015-10-19,,폐업,2019-11-27,,,,495.57,616-112,,(주)지에스리테일 만덕동문점,그 밖의 대규모점포,I,2026-05-03 22:39:05,부산광역시 북구 덕천로276번길 60 (만덕동),폐업처리,3,03,0515104698,준대규모점포,385017.803672063    ,191676.422509467    ,부산광역시 북구 만덕동 834번지,2019-12-04 09:13:39
3320000,1973332004207500001,1973-04-10,,영업/정상,,,,,1010,,,구포시장,그 밖의 대규모점포,I,2026-05-03 22:39:03,,정상영업,1,01,,,382414.614187411    ,191695.671163211    ,부산광역시 북구 구포동 589번지 50호,2009-01-28 11:10:00
3320000,1976332004207500001,1976-09-06,,영업/정상,,,,,,,,만덕시장,그 밖의 대규모점포,I,2026-05-03 22:39:03,부산광역시 북구 만덕1로24번길 8 (만덕동),정상영업,1,01,0513327612,,385260.036828544    ,192478.919358481    ,부산광역시 북구 만덕동 829호   ,2007-07-14 11:26:29
3320000,1980332004207500001,1980-01-19,,영업/정상,,,,,,,,구남시장,그 밖의 대규모점포,I,2026-05-03 22:39:04,,정상영업,1,01,,,,,부산광역시 북구 구포동 1041번지 1   호   ,2007-07-14 11:26:29
3320000,1980332004207500002,1980-02-20,,영업/정상,,,,,1332.9,,,덕천시장,그 밖의 대규모점포,I,2026-05-03 22:39:04,,정상영업,1,01,0513324878,대규모점포,383269.253732541    ,192076.843823184    ,부산광역시 북구 덕천동 411번지 5   호,2015-12-14 11:29:32
3320000,1982332004207500001,1982-03-03,,영업/정상,,,,,,,,새구포종합상가시장,그 밖의 대규모점포,I,2026-05-03 22:39:04,부산광역시 북구 의성로 96 (덕천동),정상영업,1,01,0513352000,,382937.473471161    ,192172.902959874    ,부산광역시 북구 덕천동 355번지 4호   ,2007-07-14 11:26:29
3320000,1997332004207500001,1997-06-07,,영업/정상,,,,,,,,흥아대림상가,그 밖의 대규모점포,I,2026-05-03 22:39:04,,정상영업,1,01,,,,,부산광역시 북구 화명동 1170번지 1   호   ,2007-07-14 11:26:29
3320000,2001332005907500001,2001-03-24,,영업/정상,,,,,8579.51,,,롯데쇼핑(주)롯데마트화명점,대형마트,I,2026-05-03 22:39:04,"부산광역시 북구 화명대로 47 (화명동, 롯데마트(화명점))",정상영업,1,01,0516042552,대규모점포,383175.025396512    ,194733.01249893     ,부산광역시 북구 화명동 2273호,2026-01-06 13:31:05
3320000,2004332005907500001,2004-05-19,,영업/정상,,,,,9790.33,,,(주)농협유통 하나로클럽 부산점,복합쇼핑몰,I,2026-05-03 22:39:04,부산광역시 북구 금곡대로 469 (금곡동),정상영업,1,01,0513309068,대규모점포,382983.91775577     ,196375.470354374    ,부산광역시 북구 금곡동 1874번지 3호,2024-10-28 11:22:03
3320000,2007332007907500001,2007-09-21,,영업/정상,,,,,3909.34,616-100,,예스홈마트,대형마트,I,2026-05-03 22:39:04,"부산광역시 북구 금곡대로8번길 33, 지하1층호 (덕천동,아남프라자)",정상영업,1,01,0519298600,,382703.070316607    ,192096.317910797    ,부산광역시 북구 덕천동 397번지 1호 아남프라자 지하1층호,2015-01-06 17:06:46
3320000,2008332007907500001,2008-04-15,,영업/정상,,,,,5110.52,616-816,,폴라렉스 아울렛,쇼핑센터,I,2026-05-03 22:39:04,"부산광역시 북구 만덕대로 23 (덕천동,외 3필지)",정상영업,1,01,0513410566,,382731.210151804    ,192059.745558294    ,부산광역시 북구 덕천동 398번지 2호 외 3필지,2008-04-16 11:22:58
3320000,2009332007907500001,2009-01-22,,영업/정상,,,,,4785.59,616-817,,덕천지하상가 태아쇼핑,쇼핑센터,I,2026-05-03 22:39:04,부산광역시 북구 만덕대로 지하 39 (덕천동),정상영업,1,01,0513173222,대규모점포,382592.874906377    ,191951.764364841    ,부산광역시 북구 덕천동 327번지 덕천 숙등역간 지하구간,2022-08-05 11:33:35
3320000,2010332007907500001,2010-04-30,,영업/정상,,,,,7653.57,,46548,뉴코아 덕천점,복합쇼핑몰,U,2026-05-07 03:03:03,"부산광역시 북구 만덕대로 23, 폴라렉스 (덕천동)",정상영업,1,01,0513662007,대규모점포,382731.210151804    ,192059.745558294    ,부산광역시 북구 덕천동 398-2 폴라렉스,2026-05-06 18:13:40
3320000,2012332008807500001,2012-03-08,,영업/정상,,,,,1471.47,616-814,,(주)메가마트 덕천점,구분없음,I,2026-05-03 22:39:04,부산광역시 북구 기찰로 164 (덕천동),정상영업,1,01,,준대규모점포,384082.64392147     ,192420.344583399    ,부산광역시 북구 덕천1동 370번지,2024-12-27 14:15:57
3320000,2012332008807500002,2012-03-08,,영업/정상,,,,,916.3,,46587,(주) 지에스리테일 구포점,그 밖의 대규모점포,I,2026-05-03 22:39:05,부산광역시 북구 낙동대로1780번길 106 (구포동),정상영업,1,01,,준대규모점포,382386.55312543     ,191453.197987347    ,부산광역시 북구 구포동 654번지 11호,2025-04-17 17:24:23
3320000,2012332008807500003,2012-03-08,,영업/정상,,,,,1263.7,616-829,,(주)지에스리테일 만덕점,그 밖의 대규모점포,I,2026-05-03 22:39:05,"부산광역시 북구 덕천로 188, 1층 (만덕동)",정상영업,1,01,,준대규모점포,384257.067576796    ,191991.025225857    ,부산광역시 북구 만덕3동 774번지 7호,2025-04-17 18:01:50
3320000,2014332008807500002,2014-10-06,,영업/정상,,,,,862.24,616-806,,탑마트 구포점,그 밖의 대규모점포,I,2026-05-03 22:39:05,부산광역시 북구 백양대로 1052 (구포동),정상영업,1,01,0513313000,준대규모점포,381798.273306626    ,190693.228707938    ,부산광역시 북구 구포동 937번지 28호,2025-04-29 19:11:02
3320000,2021332010707500001,2021-06-21,,영업/정상,,,,,193.94,,46557,(주)지에스리테일 만덕이편한점,그 밖의 대규모점포,I,2026-05-03 22:39:05,"부산광역시 북구 상학로 36, 1층 103~106호 (만덕동, e편한세상금정산)",정상영업,1,01,0513316169,준대규모점포,385505.738718264    ,192740.640994661    ,부산광역시 북구 만덕동 818 e편한세상금정산,2025-04-17 18:04:25
3320000,2024332010707500001,2024-06-24,,영업/정상,,,,,242.5,,46650,GS THE FRESH 부산구남점,그 밖의 대규모점포,I,2026-05-03 22:39:05,부산광역시 북구 백양대로 1013 (구포동),정상영업,1,01,0513436722,준대규모점포,381552.521372783    ,190386.518166956    ,부산광역시 북구 구포동 1091,2024-08-05 09:29:27
3330000,2021333015107500001,2021-02-25,,영업/정상,,,,,28555.44,,48099,엘시티 더 몰,그 밖의 대규모점포,I,2026-05-10 22:54:15,"부산광역시 해운대구 달맞이길 30 (중동, 엘시티)",정상영업,1,01,0517818001,대규모점포,397540.467298187    ,186751.661439715    ,부산광역시 해운대구 중동 1829 엘시티,2024-04-03 10:23:15
3330000,2023333020707500001,2023-12-19,,영업/정상,,,,,190,,48076,GS THE FRESH 해운대동부점,구분없음,I,2026-05-10 22:54:16,"부산광역시 해운대구 세실로 158, 상가동 1층 103호 (좌동, 동부아파트)",정상영업,1,01,0517037666,준대규모점포,398320.448936443    ,188713.364513609    ,부산광역시 해운대구 좌동 1412 동부아파트,2025-05-20 18:21:03
3330000,2024333020707500001,2024-04-03,,영업/정상,,,,,355.7,,48099,GS THE FRESH 해운대엘시티점,구분없음,I,2026-05-10 22:54:16,"부산광역시 해운대구 달맞이길 30, 3008호 (중동, 엘시티)",정상영업,1,01,0517319500,준대규모점포,397540.467298187    ,186751.661439715    ,부산광역시 해운대구 중동 1829 엘시티,2025-05-20 17:45:05
3330000,2025333020707500001,2025-06-30,,영업/정상,,,,,335.2,,48048,GS더프레시 부산센텀점,구분없음,I,2026-05-10 22:54:16,"부산광역시 해운대구 해운대로76번길 65, 1층 (재송동)",영업개시전,5,01,0517833407,준대규모점포,392754.699254485    ,189947.341143994    ,부산광역시 해운대구 재송동 939-18,2025-07-23 09:56:25
3330000,1996333001507500005,1996-12-10,,영업/정상,,,,,,,,삼한상가시장,대형마트,I,2026-05-10 22:54:09,부산광역시 해운대구 신반송로 102 (반송동),정상영업,1,01,05106331307,,396841.065778346    ,194463.478475608    ,부산광역시 해운대구 반송동 872호   ,2007-07-07 10:11:47
3330000,1999333001507500002,1999-03-02,,영업/정상,,,,,4159.89,612-031,,화목데파트상가,쇼핑센터,I,2026-05-10 22:54:09,부산광역시 해운대구 대천로 187 (좌동),정상영업,1,01,0517023703,대규모점포,398320.764293408    ,187928.258297607    ,부산광역시 해운대구 좌1동 1314번지 2호,2014-09-18 16:42:24
3330000,2000333001507500001,2000-04-12,,휴업,,,,,,,,파라다이스명품관,대형마트,I,2026-05-10 22:54:09,,휴업처리,2,02,0517422121,,,,부산광역시 해운대구 중동 1411번지 1   호   ,2007-07-07 10:11:47
3330000,2002333001507500001,2002-05-17,,영업/정상,,,,,,,,시티코아,그 밖의 대규모점포,I,2026-05-10 22:54:09,부산광역시 해운대구 해운대로 799 (좌동),정상영업,1,01,0517091710,,398179.9667568      ,187816.286955829    ,부산광역시 해운대구 좌동 1467번지 2호   ,2007-07-07 10:11:47
3330000,2002333001507500002,2002-06-14,,영업/정상,,,,,4539.76,,,해운대로데오아울렛,그 밖의 대규모점포,I,2026-05-10 22:54:09,부산광역시 해운대구 좌동순환로 473 (중동),정상영업,1,01,0517432234,대규모점포,397589.4275008      ,187097.471409001    ,부산광역시 해운대구 중동 1774번지 5호,2012-04-17 10:17:18
3330000,2004333001507500003,2004-04-30,,휴업,,,,,11256,,,홈플러스센텀시티점,그 밖의 대규모점포,I,2026-05-10 22:54:09,,휴업처리,2,02,0517098000,,,,   호   ,2007-07-07 10:11:47
3330000,2004333001507500019,2004-04-30,,영업/정상,,,,,16645.51,612-721,,(주)세이브존리베라,쇼핑센터,I,2026-05-10 22:54:10,부산광역시 해운대구 구남로29번길 21 (중동),정상영업,1,01,0517409710,대규모점포,396855.45107649     ,186957.424724515    ,부산광역시 해운대구 중1동 1380번지 14호,2014-09-18 16:41:11
3330000,2004333001507500020,2004-04-30,,휴업,,,,,,,,이마트해운대점,대형마트,I,2026-05-10 22:54:10,부산광역시 해운대구 좌동순환로 511 (중동),휴업처리,2,02,0516081234,,397397.832766508    ,187354.835259297    ,부산광역시 해운대구 중동 1767호   ,2007-07-07 10:11:47
3330000,2005333001507500001,2004-04-30,,휴업,,,,,0,,,LG마트 반여점,대형마트,I,2026-05-10 22:54:10,부산광역시 해운대구 선수촌로 146-4 (반여동),휴업처리,2,02,,,393256.458499247    ,191693.260473461    ,부산광역시 해운대구 반여동 1020호   ,2007-07-07 10:11:47
3330000,2006333001507500001,2006-01-24,,영업/정상,,,,,21774.4,,,이랜드 리테일 해운대점,백화점,I,2026-05-10 22:54:10,부산광역시 해운대구 해운대로 813 (좌동),정상영업,1,01,0513230456,대규모점포,398269.05154158     ,187874.778091232    ,부산광역시 해운대구 좌동 1467번지 0004호,2026-02-26 10:01:16
3330000,2007333008207500002,2007-10-31,,영업/정상,,,,,0,612-770,,롯데쇼핑주식회사,백화점,I,2026-05-10 22:54:10,부산광역시 해운대구 센텀남대로 59 (우동),정상영업,1,01,027712500,,394083.501537578    ,187707.586117775    ,부산광역시 해운대구 우동 1496번지,2007-10-31 16:37:23
3330000,2007333008207500003,2007-12-12,,영업/정상,,,,,17827,612-022,,홈플러스 센텀시티점,대형마트,I,2026-05-10 22:54:10,부산광역시 해운대구 센텀동로 6 (우동),정상영업,1,01,0517098123,대규모점포,394314.881157365    ,187833.00164775     ,부산광역시 해운대구 우2동 1499번지,2024-03-05 16:17:10
3330000,2008333008207500001,2008-06-18,,영업/정상,,,,,43777.66,612-022,,롯데백화점 센텀시티점,백화점,I,2026-05-10 22:54:10,부산광역시 해운대구 센텀남대로 59 (우동),정상영업,1,01,0517302500,대규모점포,394083.501537578    ,187707.586117775    ,부산광역시 해운대구 우동 1496번지,2014-09-18 16:29:06
3330000,2010333010307500001,2010-03-02,,영업/정상,,,,,0,612-011,,(주)파라다이스면세점,그 밖의 대규모점포,I,2026-05-10 22:54:10,부산광역시 해운대구 해운대해변로 296 (중동),정상영업,1,01,0517430181,,397114.551436907    ,186672.768207318    ,부산광역시 해운대구 중1동 1411번지 1호,2010-03-02 11:57:15
3330000,2010333010307500002,2009-02-28,,영업/정상,,,,,139892,612-892,,(주)신세계 센텀시티점,백화점,I,2026-05-10 22:54:10,부산광역시 해운대구 센텀남대로 35 (우동),정상영업,1,01,16881234,대규모점포,393952.264486105    ,187602.933160728    ,부산광역시 해운대구 우2동 1495번지,2024-04-24 14:40:32
3330000,2010333010307500003,2010-04-14,,영업/정상,,,,,11193,612-011,,(주)이마트 해운대점,대형마트,I,2026-05-10 22:54:10,부산광역시 해운대구 좌동순환로 511 (중동),정상영업,1,01,0516081053,대규모점포,397397.832766508    ,187354.835259297    ,부산광역시 해운대구 중1동 1767번지,2024-04-24 14:31:09
3330000,2010333010307500004,2010-06-08,,영업/정상,,,,,0,612-021,,대성종합상가시장,그 밖의 대규모점포,I,2026-05-10 22:54:10,부산광역시 해운대구 마린시티3로 1 (우동),정상영업,1,01,0517470211,,395615.201853958    ,186406.750870936    ,부산광역시 해운대구 우1동 1434번지,2010-06-08 11:19:57
3330000,2011333010307500002,2011-08-01,,영업/정상,,,,,540,,48078,GS THE FRESH 대동점,구분없음,I,2026-05-10 22:54:10,"부산광역시 해운대구 대천로103번길 29 (좌동, 대동타운 대동상가)",정상영업,1,01,0517010191,준대규모점포,397869.026215714    ,188558.251043043    ,부산광역시 해운대구 좌동 1228번지 대동타운상가 지하1층,2025-05-20 17:22:54
3330000,2011333010307500004,2011-09-19,,영업/정상,,,,,299.2,612-031,,롯데슈퍼 좌1동점,대형마트,I,2026-05-10 22:54:11,부산광역시 해운대구 좌동순환로 178 (좌동),정상영업,1,01,0517025603,준대규모점포,398114.725350373    ,188646.73136878     ,부산광역시 해운대구 좌1동 1289번지 4호,2014-09-18 16:55:30
3330000,2011333010307500005,2011-09-19,,영업/정상,,,,,1259.5,612-031,,롯데슈퍼 해운대점,대형마트,I,2026-05-10 22:54:12,부산광역시 해운대구 해운대로 799 (좌동),정상영업,1,01,0517035602,준대규모점포,398179.9667568      ,187816.286955829    ,부산광역시 해운대구 좌1동 1467번지 2호,2014-09-18 16:52:27
3330000,2011333010307500006,2011-09-28,,영업/정상,,,,,1241,612-011,,(주)서원유통 탑마트 해운대점,구분없음,I,2026-05-10 22:54:13,부산광역시 해운대구 좌동로 38 (중동),정상영업,1,01,0517049009,준대규모점포,397738.771338927    ,187669.399370135    ,부산광역시 해운대구 중1동 301번지 1호,2025-05-20 17:45:20
3330000,2011333010307500007,2011-09-28,,영업/정상,,,,,1255,612-806,,(주)서원유통 탑마트 반송점,구분없음,I,2026-05-10 22:54:14,부산광역시 해운대구 윗반송로 8 (반송동),정상영업,1,01,0515453200,준대규모점포,395714.790504686    ,194386.451574466    ,부산광역시 해운대구 반송3동 278번지 1호,2025-05-20 17:44:51
3330000,1980333001507500002,1980-06-27,,영업/정상,,,,,,,,해동시장,대형마트,I,2026-05-10 22:54:09,부산광역시 해운대구 좌동순환로433번길 40 (중동),정상영업,1,01,05107460220,,398373.963592261    ,186944.253697909    ,부산광역시 해운대구 중동 1520번지 3호   ,2007-07-07 10:11:47
3330000,1981333001507500001,1981-10-30,,영업/정상,,,,,,,,재송삼익상가시장,대형마트,I,2026-05-10 22:54:09,부산광역시 해운대구 해운대로61번가길 6 (재송동),정상영업,1,01,05107826013,,393140.687808246    ,190048.604696982    ,부산광역시 해운대구 재송동 1023호   ,2007-07-07 10:11:47
3330000,1982333001507500001,1982-12-30,,영업/정상,,,,,,,,재송시장,대형마트,I,2026-05-10 22:54:09,,정상영업,1,01,05107815687,,,,부산광역시 해운대구 재송동 1080번지 5   호   ,2007-07-07 10:11:47
3330000,1991333001507500001,1991-03-15,,영업/정상,,,,,,,,마리나상가시장,대형마트,I,2026-05-10 22:54:09,부산광역시 해운대구 해운대해변로 73 (우동),정상영업,1,01,05107417209,,395045.091352133    ,186841.894363811    ,부산광역시 해운대구 우동 1388호   ,2007-07-07 10:11:47
3330000,1996333001507500001,1996-05-22,,영업/정상,,,,,,,,대성종합상가시장,대형마트,I,2026-05-10 22:54:09,부산광역시 해운대구 마린시티3로 1 (우동),정상영업,1,01,05107441381,,395615.201853958    ,186406.750870936    ,부산광역시 해운대구 우동 1434호   ,2007-07-07 10:11:47
3330000,1996333001507500002,1996-05-22,,영업/정상,,,,,,,,대동상가시장,대형마트,I,2026-05-10 22:54:09,부산광역시 해운대구 대천로103번길 29 (좌동),정상영업,1,01,05107010158,,397869.026215714    ,188558.251043043    ,부산광역시 해운대구 좌동 1288호   ,2007-07-07 10:11:47
3330000,1996333001507500003,1996-05-25,,영업/정상,,,,,,,,삼해대림아파트상가시장,대형마트,I,2026-05-10 22:54:09,,정상영업,1,01,05105239501,,,,부산광역시 해운대구 반여동 1199번지 11  호   ,2007-07-07 10:11:47
3330000,1996333001507500004,1996-10-02,,영업/정상,,,,,,,,L.G 상가시장,대형마트,I,2026-05-10 22:54:09,부산광역시 해운대구 대천로103번길 61 (좌동),정상영업,1,01,05107016461,,397926.518365471    ,188980.774505655    ,부산광역시 해운대구 좌동 1398호   ,2007-07-07 10:11:47
3330000,1999333001507500001,1999-02-22,,폐업,2023-05-31,,,,0,,,신도시시장,그 밖의 대규모점포,I,2026-05-10 22:54:09,부산광역시 해운대구 좌동로 152 (좌동),폐업처리,3,03,05107010202,,398628.503470003    ,188364.542636541    ,부산광역시 해운대구 좌동 1429번지 1   호,2023-05-31 10:34:13
3330000,2004333001507500004,2004-04-30,,폐업,2016-11-30,,,,3937.96,612-811,,롯데마트 반여점,대형마트,I,2026-05-10 22:54:10,부산광역시 해운대구 선수촌로 146-4 (반여동),폐업처리,3,03,0515207019,대규모점포,393256.458499247    ,191693.260473461    ,부산광역시 해운대구 반여1동 1020번지,2016-12-16 17:31:03
3330000,2006333008207500001,2006-10-18,,폐업,2017-11-21,,,,8705,,48058,(주)신세계 면세점 부산점,그 밖의 대규모점포,I,2026-05-10 22:54:10,부산광역시 해운대구 센텀4로 15 (우동),폐업처리,3,03,0517430181,대규모점포,393825.0775182      ,187704.240302956    ,부산광역시 해운대구 우동 1493번지,2017-11-21 11:20:13
3330000,2006333008207500002,2006-10-31,,폐업,2023-09-23,,,,44290,,,홈플러스(주) 해운대점,대형마트,I,2026-05-10 22:54:10,부산광역시 해운대구 해운대해변로 140 (우동),폐업처리,3,03,0515322080,대규모점포,395506.531175571    ,186442.190386792    ,부산광역시 해운대구 우동 1406번지 2호,2023-09-26 09:32:41
